Title,Image,_287661cb_URL,c4fc20ba,f343d9ce,_7afabd84,_4b74b8bb,_4720d1a0,_4720d1a01,_4720d1a02,_85d9f2e2,_3d84afe9
A 1270 Square Feet And 3 Bedroom Residential Apartment For Sale Near By East Madarbari City Corporation Girls High School.,https://images-cdn.bproperty.com/thumbnails/1377182-400x300.jpeg,https://www.bproperty.com/en/property/details-5373179.html,BDT,66.04 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,270 sqft", Call, Email
Grab This Nice 990 Sq Ft Apartment Up For Sale In 29 No. West Madarbari Ward,https://images-cdn.bproperty.com/thumbnails/1375676-400x300.jpeg,https://www.bproperty.com/en/property/details-5370391.html,BDT,41.58 Lakh,"29 No. West Madarbari Ward, Chattogram",Apartment,3,2,990 sqft, Call, Email
See This 1370 Sq Ft Apartment For Sale Is All Set For You In 30 No. East Madarbari Ward Close To Bibi Mosque,https://images-cdn.bproperty.com/thumbnails/1377267-400x300.jpeg,https://www.bproperty.com/en/property/details-5373176.html,BDT,71.24 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
Let Us Assist You To Buy This 1610 Sq. Ft Flat At Mehidibag Summiting The Vision About Your Future Home.,https://images-cdn.bproperty.com/thumbnails/1468472-400x300.jpeg,https://www.bproperty.com/en/property/details-3400972.html,BDT,1.26 Crore,"Mehidibag, 15 No. Bagmoniram Ward, Chattogram",Apartment,3,4,"1,610 sqft", Call, Email
With Complete Facilities In A Peaceful Neighborhood This 1075 Sq Ft Flat Is Ready For Sale At 31 No. Alkoron Ward,https://images-cdn.bproperty.com/thumbnails/1353784-400x300.jpeg,https://www.bproperty.com/en/property/details-5353748.html,BDT,50 Lakh,"31 No. Alkoron Ward, Chattogram",Apartment,3,2,"1,075 sqft", Call, Email
"Buy This Nice Flat Of 1400 Sq Ft, Which Is Located At 30 No. East Madarbari Ward",,https://www.bproperty.com/en/property/details-5373187.html,BDT,72.8 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
A 1075 Sq Ft Flat Is Up For Sale In A Well Secured Location Of 31 No. Alkoron Ward,,https://www.bproperty.com/en/property/details-5353754.html,BDT,50 Lakh,"31 No. Alkoron Ward, Chattogram",Apartment,3,2,"1,075 sqft", Call, Email
A 1390 Sq Ft Convenient Residential Apartment With East View Is Available For Sale At Jamal Khan Road,,https://www.bproperty.com/en/property/details-1676722.html,BDT,90 Lakh,"Jamal Khan, Chattogram",Apartment,3,2,"1,390 sqft", Call, Email
A Flat Of 1230 Sq Ft With A Quality Setting Is Up For Sale In 30 No. East Madarbari Ward,,https://www.bproperty.com/en/property/details-5373190.html,BDT,63.96 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,230 sqft", Call, Email
A Finely Built 1370 Sq Ft Flat Is Up For Sale In 30 No. East Madarbari Ward Nearby Madarbari Bus Stand,,https://www.bproperty.com/en/property/details-5373156.html,BDT,71.24 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
Grow Your Home In This 850 Sq Ft Apartment At Ashkar Dighir Par Mingled With Your Interest In This Bustling City.,,https://www.bproperty.com/en/property/details-5354903.html,BDT,35 Lakh,"Ashkar Dighir Par, Jamal Khan, Chattogram",Apartment,2,2,850 sqft, Call, Email
Hurry And Book This 1075 Sq. Ft Apartment Tailored To Your Highest Standards At 31 No. Alkoron Ward,,https://www.bproperty.com/en/property/details-5353746.html,BDT,50 Lakh,"31 No. Alkoron Ward, Chattogram",Apartment,3,2,"1,075 sqft", Call, Email
"In The Wonderful Neighborhood Of 22 No. Enayet Bazaar Ward, 1340 Sq Ft Flat Is Ready For Sale",,https://www.bproperty.com/en/property/details-5373929.html,BDT,80.4 Lakh,"22 No. Enayet Bazaar Ward, Chattogram",Apartment,3,3,"1,340 sqft", Call, Email
Look At This 1430 Square Feet Residential Apartment For Sale Next To East Madarbari City Corporation Girls High School.,,https://www.bproperty.com/en/property/details-5373158.html,BDT,74.36 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,430 sqft", Call, Email
A Beautifully Constructed Apartment Of 1075 Sq Ft Is Vacant Right Now For Sale In 31 No. Alkoron Ward.,,https://www.bproperty.com/en/property/details-5353756.html,BDT,50 Lakh,"31 No. Alkoron Ward, Chattogram",Apartment,3,2,"1,075 sqft", Call, Email
"A Finely Built 968 Sq Ft Flat Is Up For Sale In C & B Gas Colony, 4 No Chandgaon Ward",,https://www.bproperty.com/en/property/details-4390140.html,BDT,36.78 Lakh,"4 No Chandgaon Ward, Chattogram",Apartment,3,3,968 sqft, Call, Email
See This 1225 Sq Ft Apartment For Sale Is All Set For You In 4 No Chandgaon Ward,,https://www.bproperty.com/en/property/details-4390141.html,BDT,46.55 Lakh,"4 No Chandgaon Ward, Chattogram",Apartment,3,3,"1,225 sqft", Call, Email
"1450 Sq Ft Flat Is Up For sale With All Facilities At A Reasonable Price In Block A, Bayazid",,https://www.bproperty.com/en/property/details-3135270.html,BDT,65 Lakh,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,450 sqft", Call, Email
"This Very New Nice Flat Of 1340 Sq Ft Is Up For Sale In Jubilee Road, 22 No. Enayet Bazaar Ward",,https://www.bproperty.com/en/property/details-5373935.html,BDT,80.4 Lakh,"22 No. Enayet Bazaar Ward, Chattogram",Apartment,3,3,"1,340 sqft", Call, Email
"At Jubilee Road, 22 No. Enayet Bazaar Ward, 1370 Sq Ft Apartment Is Up For Sale",,https://www.bproperty.com/en/property/details-5373928.html,BDT,82.2 Lakh,"22 No. Enayet Bazaar Ward, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
Take A Look At This 1400 Square Feet Residential Apartment For Sale Next To East Madarbari City Corporation Girls High School,,https://www.bproperty.com/en/property/details-5373177.html,BDT,72.8 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
A 1230 Square Feet And 3 Bedroom Residential Apartment For Sale Near By East Madarbari City Corporation Girls High School.,,https://www.bproperty.com/en/property/details-5373170.html,BDT,63.96 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,230 sqft", Call, Email
View This 1270 Sq Ft Modest Apartment Up For Sale In 30 No. East Madarbari Ward,,https://www.bproperty.com/en/property/details-5373189.html,BDT,66.04 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,270 sqft", Call, Email
Brand New Apartment Of 1430 Sq Ft Is Available For Sale In 30 No. East Madarbari Ward Close To Madarbari Bus Stand,,https://www.bproperty.com/en/property/details-5373178.html,BDT,74.36 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,430 sqft", Call, Email
A well-constructed 1200 SQ FT flat is for sale in Bayazid,,https://www.bproperty.com/en/property/details-5329372.html,BDT,45 Lakh,"Ali Nagar, Bayazid, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
"Buy This Nice Flat Of 968 Sq Ft, Which Is Located At C & B Gas Colony, 4 No Chandgaon Ward",https://images-cdn.bproperty.com/thumbnails/1440034-400x300.jpeg,https://www.bproperty.com/en/property/details-5038906.html,BDT,33.88 Lakh,"4 No Chandgaon Ward, Chattogram",Apartment,3,2,968 sqft, Call, Email
"Establish Your Peace In This Nice 1250 Sq Ft Apartment For Sale At Hill View R/a, Bayazid",https://images-cdn.bproperty.com/thumbnails/1433425-400x300.jpeg,https://www.bproperty.com/en/property/details-3273993.html,BDT,70 Lakh,"Block A, Hill View R/A, Bayazid, Chattogram",Apartment,3,3,"1,250 sqft", Call, Email
This 1320 Sq Ft Convenient Apartment Is Ready For Sale At 26 No. North Halishahar Ward,https://images-cdn.bproperty.com/thumbnails/1426065-400x300.jpeg,https://www.bproperty.com/en/property/details-5411541.html,BDT,55.44 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,320 sqft", Call, Email
Establish Your Peace In This Nice 1320 Sq Ft Apartment For Sale At 26 No. North Halishahar Ward,https://images-cdn.bproperty.com/thumbnails/1426070-400x300.jpeg,https://www.bproperty.com/en/property/details-5411539.html,BDT,55.44 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,320 sqft", Call, Email
This 1270 Sq Ft Favorable Apartment Is Ready For Sale At 26 No. North Halishahar Ward,,https://www.bproperty.com/en/property/details-5411542.html,BDT,55.33 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,270 sqft", Call, Email
Well Defined And Nice Living Space Of 1270 Sq Ft Is Up For Sale In Halishahar Housing Estate,,https://www.bproperty.com/en/property/details-5411540.html,BDT,53.34 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,270 sqft", Call, Email
Close To East Madarbari City Corporation Girls High School A 1270 Square Feet Residential Apartment For Sale.,,https://www.bproperty.com/en/property/details-5373159.html,BDT,66.04 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,270 sqft", Call, Email
"A Finely Built 1230 Sq Ft Flat Is Up For Sale In Majhirghat Road, 30 No. East Madarbari Ward",,https://www.bproperty.com/en/property/details-5373160.html,BDT,63.96 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,230 sqft", Call, Email
1270 Sq Ft Apartment Is Up For Sale At 30 No. East Madarbari Ward Near M/s. Rainbow Cng Service Station Ltd,,https://www.bproperty.com/en/property/details-5373169.html,BDT,66.04 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,270 sqft", Call, Email
"Built With Modern Amenities, Check This 1200 Sq Ft Flat Which Is Up For Sale At Yakub Nagar Road, 33 No. Firingee Bazaar Ward",,https://www.bproperty.com/en/property/details-5396735.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
1200 Sq Ft Modest Apartment With Necessary Home Features For Sale In 33 No. Firingee Bazaar Ward,,https://www.bproperty.com/en/property/details-5396736.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
"1200 Sq Ft Beautiful Apartment With A Nice Surrounding, For Sale In 33 No. Firingee Bazaar Ward",,https://www.bproperty.com/en/property/details-5396737.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
1200 Sq Ft Beautiful Apartment For Sale In 33 No. Firingee Bazaar Ward,,https://www.bproperty.com/en/property/details-5396738.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
Buy This 1200 Sq Ft Apartment With An Affordable Price In 33 No. Firingee Bazaar Ward,,https://www.bproperty.com/en/property/details-5396739.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
Brand New Apartment Of 1370 Sq Ft Is Available For Sale In 22 No. Enayet Bazaar Ward Close To Prime Bank Limited,,https://www.bproperty.com/en/property/details-5373934.html,BDT,82.2 Lakh,"22 No. Enayet Bazaar Ward, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
"In The Wonderful Neighborhood Of 30 No. East Madarbari Ward, 1370 Sq Ft Flat Is Ready For Sale",,https://www.bproperty.com/en/property/details-5373166.html,BDT,71.24 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
"Close To East Madarbari City Corporation Girls High School, This 1370 Square Feet And 3 Bedroom Residential Apartment For Sale.",,https://www.bproperty.com/en/property/details-5373186.html,BDT,71.24 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
This 1200 Sft apartment is ready To ki 38 No. South Middle Halishahar,,https://www.bproperty.com/en/property/details-5333420.html,BDT,40 Lakh,"Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,3,2,"1,200 sqft", Call, Email
Worthy 1200 SQ FT residence is for sale at Halishahar,,https://www.bproperty.com/en/property/details-5333432.html,BDT,40 Lakh,"Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,3,2,"1,200 sqft", Call, Email
"At Bayazid, A 1000 Sq Ft Residential Apartment Is Up For Sale",,https://www.bproperty.com/en/property/details-4519565.html,BDT,40 Lakh,"Bayazid, Chattogram",Apartment,3,2,"1,000 sqft", Call, Email
This 1320 Sq Ft Suitable Apartment Is Ready For Sale At 26 No. North Halishahar Ward,,https://www.bproperty.com/en/property/details-5411543.html,BDT,55.44 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,320 sqft", Call, Email
This 1270 Sq Ft Amazing Apartment Is Ready For Sale At 26 No. North Halishahar Ward,,https://www.bproperty.com/en/property/details-5411544.html,BDT,53.34 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,270 sqft", Call, Email
This 1320 Sq Ft Modest Apartment Is Ready For Sale At 26 No. North Halishahar Ward,https://images-cdn.bproperty.com/thumbnails/1426058-400x300.jpeg,https://www.bproperty.com/en/property/details-5411545.html,BDT,55.44 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,320 sqft", Call, Email
This 1270 Sq Ft Decent Apartment Is Ready For Sale At 26 No. North Halishahar Ward,https://images-cdn.bproperty.com/thumbnails/1426062-400x300.jpeg,https://www.bproperty.com/en/property/details-5411546.html,BDT,53.34 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,270 sqft", Call, Email
This 1320 Sq Ft Nice Apartment Is Ready For Sale At 26 No. North Halishahar Ward,https://images-cdn.bproperty.com/thumbnails/1426036-400x300.jpeg,https://www.bproperty.com/en/property/details-5411547.html,BDT,55.44 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,320 sqft", Call, Email
This 1220 Sq Ft Apartment Is Ready For Sale At Halishahar,https://images-cdn.bproperty.com/thumbnails/1426028-400x300.jpeg,https://www.bproperty.com/en/property/details-5411548.html,BDT,53.34 Lakh,"Block B, Halishahar Housing Estate, 26 No. North Halishahar Ward, Halishahar, Chattogram",Apartment,3,3,"1,220 sqft", Call, Email
"A 1650 Square Feet-3 Bedroom Residential Apartment For Sale At Yakub Future Park Housing, Khulshi .",https://images-cdn.bproperty.com/thumbnails/1415278-400x300.jpeg,https://www.bproperty.com/en/property/details-5154174.html,BDT,75.3 Lakh,"Road No 2, Yakub Future Park Housing, Khulshi, Chattogram",Apartment,3,3,"1,650 sqft", Call, Email
"A 1370 Sq. Ft Residential Apartment For Sale At Sardar Bahadur Nagar, Khulshi",https://images-cdn.bproperty.com/thumbnails/1338679-400x300.jpeg,https://www.bproperty.com/en/property/details-3814069.html,BDT,80 Lakh,"South Khulshi, Khulshi, Chattogram",Apartment,3,3,"1,370 sqft", Call, Email
Visit This Apartment For Sale In Panchlaish Residential Area Near Mastermind International School,,https://www.bproperty.com/en/property/details-4714535.html,BDT,1.6 Crore,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,4,"1,757 sqft", Call, Email
"Well Defined And Nice Living Space Of 1400 Sq Ft Is Up For Sale In Chattogram Dohs, Bayazid",,https://www.bproperty.com/en/property/details-5323478.html,BDT,65 Lakh,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
Decent-Sized Apartment Of 1400 Sq Ft Is Ready For Sale In Chattogram DOHS,,https://www.bproperty.com/en/property/details-5402540.html,BDT,70 Lakh,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
"Covering 1400 Sq Ft Space A Flat Is Up For Sale In Chattogram Dohs, Bayazid",,https://www.bproperty.com/en/property/details-5402548.html,BDT,70 Lakh,"Chattogram DOHS, Bayazid, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
"At Majhirghat Road, 1400 Sq Ft Flat Is Up For Sale Close To East Madarbari City Corporation Girls High School",,https://www.bproperty.com/en/property/details-5373167.html,BDT,72.8 Lakh,"30 No. East Madarbari Ward, Chattogram",Apartment,3,3,"1,400 sqft", Call, Email
This 1075 Sq. Ft Convenient Flat Is For Sale In The Location Of 31 No. Alkoron Ward.,,https://www.bproperty.com/en/property/details-5353752.html,BDT,50 Lakh,"31 No. Alkoron Ward, Chattogram",Apartment,3,2,"1,075 sqft", Call, Email
A 2000 Sq. Ft Residential Duplex For Sale At Momin Bagh R/A,,https://www.bproperty.com/en/property/details-4925982.html,BDT,4.5 Crore,"Momin Bagh R/A, Ali Nagar, Bayazid, Chattogram",Duplex,4,4,"2,000 sqft", Call, Email
1860 Sq Ft Nicely Planned Apartment Is Available For sale In Panchlaish Residential Area,,https://www.bproperty.com/en/property/details-4709398.html,BDT,1.75 Crore,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,4,"1,860 sqft", Call, Email
A well-constructed 1200 SQ FT flat is for sale in Halishahar,,https://www.bproperty.com/en/property/details-5333428.html,BDT,40 Lakh,"Bandartila, 38 No. South Middle Halishahar, Halishahar, Chattogram",Apartment,3,2,"1,200 sqft", Call, Email
1900 Sq Ft Convenient Flat With 3 Soothing Bedrooms Is Ready For Sale In 16 No. Chawk Bazaar Ward,,https://www.bproperty.com/en/property/details-4709381.html,BDT,1.6 Crore,"Panchlaish Residential Area, 16 No. Chawk Bazaar Ward, Chattogram",Apartment,3,4,"1,900 sqft", Call, Email
There Is 815 Sq. Ft And 2 Bedroom -2 Bathroom Apartment Up For Sale In The Location Of West Khulshi R/A,,https://www.bproperty.com/en/property/details-3651193.html,BDT,45 Lakh,"West Khulshi R/A, 9 No. North Pahartali Ward, Chattogram",Apartment,2,2,815 sqft, Call, Email
"See, This 1200 Sq Ft Beautiful Apartment And Make It Your New Home Which Is Up For Sale In Yakub Nagar Road, 33 No. Firingee Bazaar Ward",,https://www.bproperty.com/en/property/details-5396734.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
See This 1200 Sq Ft Apartment For Sale Is All Set For You In 33 No. Firingee Bazaar Ward,,https://www.bproperty.com/en/property/details-5396733.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
Covering 1200 Sq Ft Space A Flat Is Up For Sale In 33 No. Firingee Bazaar Ward Nearby Sri Sri Shiv Temple,,https://www.bproperty.com/en/property/details-5396732.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
With An Awesome Environment A 1200 Sq Ft Flat Is Vacant For Sale In 33 No. Firingee Bazaar Ward Close To 33 No. Firingee Bazaar Mosjid,,https://www.bproperty.com/en/property/details-5396731.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
"Establish Your Peace In This Nice 1200 Sq Ft Apartment For Sale At Yakub Nagar Road, 33 No. Firingee Bazaar Ward",,https://www.bproperty.com/en/property/details-5396730.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,2,3,"1,200 sqft", Call, Email
Well Defined And Nice Living Space Of 1200 Sq Ft Is Up For Sale In 33 No. Firingee Bazaar Ward,,https://www.bproperty.com/en/property/details-5396729.html,BDT,60 Lakh,"33 No. Firingee Bazaar Ward, Chattogram",Apartment,3,3,"1,200 sqft", Call, Email
